businessName,businessStartDate,businessClass,latitude,longitude,recency
CONGA FOOD CHATTANOOGA,1/22/14,"2 - Auto, Restaurant, Retail",35.03574699,-85.30728761,0.85974026
CONGA LATIN FOOD,3/31/11,"2 - Auto, Restaurant, Retail",35.03574699,-85.30728761,0.781207028
IN MOTION,4/25/18,"3 - Service, Misc, Short Term Rental",35.03574821,-85.2190811,0.978456837
EL QUIJOTE CATERING,11/14/18,"2 - Auto, Restaurant, Retail",35.03575849,-85.31715567,0.993964859
IRENE SINGAPORE KITCHEN,10/1/18,"2 - Auto, Restaurant, Retail",35.03575849,-85.31715567,0.990603514
PORK N DEANS BARBEQUE LLC,4/11/18,"2 - Auto, Restaurant, Retail",35.03575849,-85.31715567,0.977387319
CALAMANSI CAFE,1/9/17,"2 - Auto, Restaurant, Retail",35.03575849,-85.31715567,0.942475172
SWEENKY SWEETS,7/1/16,"2 - Auto, Restaurant, Retail",35.03575849,-85.31715567,0.927807487
ACTION RENTAL & SALES INC,3/8/88,"2 - Auto, Restaurant, Retail",35.03576389,-85.17800829,0.137738732
LAWN PROS OF CHATTANOOGA INC,6/8/18,"3 - Service, Misc, Short Term Rental",35.03578743,-85.31154994,0.981818182
URBANIZE LLC DBA RENEW,1/21/14,4 - Contractor,35.03578743,-85.31154994,0.859663866
"NUDGE, LLC",2/24/12,"3 - Service, Misc",35.03578743,-85.31154994,0.806417112
JUNCTURE,4/30/09,"3 - Service, Misc",35.03578743,-85.31154994,0.727731092
MOLLY GREEN HAMILTOON CORNER LLC,10/25/18,"2 - Auto, Restaurant, Retail",35.03579189,-85.15249782,0.992436975
SOUTHSIDE STORAGE COMPANY LLC,10/22/96,"3 - Service, Misc",35.03580104,-85.31220302,0.378380443
FLYING SQUIRREL,5/15/13,"2 - Auto, Restaurant, Retail",35.03581194,-85.30445523,0.840488923
"BLAKENBAKER GROUP, LLC",8/27/18,"3 - Service, Misc, Short Term Rental",35.03581591,-85.27531554,0.987929717
ALPHOMEGA PROPERTY MANAGEMENT LLC,1/27/10,"3 - Service, Misc",35.0358251,-85.17514952,0.748510313
THE LOAN DEPOT LENDING COMPANY INC,6/27/03,"3 - Service, Misc",35.0358251,-85.17514952,0.564705882
"CERTAGOLD, LLC DBA CERTAPRO PAINTERS OF CHATTANOOGA",4/8/18,4 - Contractor,35.03585718,-85.30572408,0.977158136
FINE CATERING & DESSERTS,12/1/17,"2 - Auto, Restaurant, Retail",35.03585718,-85.30572408,0.967379679
VK SALON,3/1/16,"3 - Service, Misc",35.03585718,-85.30572408,0.918487395
EXPOZR TECHNOLOGY,8/1/15,"3 - Service, Misc",35.03585718,-85.30572408,0.902215432
WHITE FANG OUTFITTERS,8/27/14,"2 - Auto, Restaurant, Retail",35.03585718,-85.30572408,0.8763178
MAKER FRAMES,8/1/14,"3 - Service, Misc",35.03585718,-85.30572408,0.874331551
T & J RYAN ENTERPRISES LLC,1/1/14,"3 - Service, Misc",35.03585718,-85.30572408,0.858135982
MISSION STONE & TILE COMPANY,6/1/13,"1 - Gas, Grocery, Building Materials",35.03585718,-85.30572408,0.841787624
"BLUEGRASS GRILL, LLC",1/1/12,"2 - Auto, Restaurant, Retail",35.03585718,-85.30572408,0.802291826
CHATTANOOGA SUSTAINABLE FARMERS,10/5/11,"3 - Service, Misc",35.03585718,-85.30572408,0.795569137
T M RYAN ANALYTICAL LLC,4/1/11,"3 - Service, Misc",35.03585718,-85.30572408,0.781283422
MEJ SALES LLC,2/25/11,"3 - Service, Misc",35.03585718,-85.30572408,0.778609626
CLEARANCE 2 MARKET ASSOCIATES,6/1/10,"3 - Service, Misc",35.03585718,-85.30572408,0.758059587
RED HOUSE STUDIOS,5/10/08,"3 - Service, Misc",35.03585718,-85.30572408,0.700611154
BLUEGRASS GRILL,10/1/07,"2 - Auto, Restaurant, Retail",35.03585718,-85.30572408,0.683651642
GARRETT NUDD PHOTOGRAPHY,1/7/07,"3 - Service, Misc",35.03585718,-85.30572408,0.663254393
LAUREN CLINE HAIR SALON,6/6/16,"3 - Service, Misc",35.03586208,-85.30625872,0.925897632
COTTON AND TWINE BOUTIQUE LLC,7/15/15,"2 - Auto, Restaurant, Retail",35.03586208,-85.30625872,0.90091673
SWEET AND SAVORY CLASSROOM INC,7/14/15,"3 - Service, Misc",35.03586208,-85.30625872,0.900840336
"CERTIFIED ELECTRIC BIKE SPECIALISTS, LLC",2/1/12,"3 - Service, Misc",35.03586208,-85.30625872,0.804660046
HAMPTON CRANE SERVICE INC,11/18/08,4 - Contractor,35.03586466,-85.31065693,0.715278839
BIG AL'S CLEANING SERVICE,6/1/99,"3 - Service, Misc",35.03588077,-85.28193099,0.451107716
"ALPH OMEGA PRPERTY MANAGEMENT, LLC",1/29/08,"3 - Service, Misc",35.03593369,-85.17584245,0.692818946
TOPAZ TREE LLC,7/1/16,"3 - Service, Misc",35.03600558,-85.16629429,0.927807487
HOME DEPOT #742,5/21/87,"1 - Gas, Grocery, Building Materials",35.03601976,-85.14664339,0.115431627
HUMMBEA'S POUNDCAKE,5/9/17,"2 - Auto, Restaurant, Retail",35.03602229,-85.14478019,0.951642475
KYRION & BROS T-SHIRTS & MORE,8/17/18,"3 - Service, Misc, Short Term Rental",35.0360335,-85.23537303,0.987165775
IMBIBE WINE SPIRITS & BEER,7/21/15,"2 - Auto, Restaurant, Retail",35.03603362,-85.31167204,0.901375095
THE CRASH PAD,2/15/12,"3 - Service, Misc",35.03603744,-85.30474544,0.805729565
"THE CRASH PAD, LLC",1/1/11,"3 - Service, Misc",35.03603744,-85.30474544,0.774407945
"LACRESTA, LLC",7/14/16,"3 - Service, Misc",35.03606228,-85.27847993,0.928800611
SOUTHERN HEARTH & PATIO,3/1/17,"2 - Auto, Restaurant, Retail",35.03606253,-85.17760665,0.946371276
SOUTHERN HEARTH & PATIO INC,3/1/00,"2 - Auto, Restaurant, Retail",35.03606253,-85.17760665,0.472039725
CHOO CHOO DIVE CENTER,1/15/92,"3 - Service, Misc",35.03606253,-85.17760665,0.245301757
APOLLO ENERGY STORAGE CORP,4/1/12,"2 - Auto, Restaurant, Retail",35.03606313,-85.30672329,0.809243697
YASHIMA USA LLC,1/9/12,"2 - Auto, Restaurant, Retail",35.03606313,-85.30672329,0.802902979
APOLLO MANAGEMENT CONSULTING CO,1/3/12,"3 - Service, Misc",35.03606313,-85.30672329,0.802444614
ALLEIA,4/2/09,"2 - Auto, Restaurant, Retail",35.03606313,-85.30672329,0.725592055
ANTIQUES ON MAIN INC,10/22/99,"3 - Service, Misc",35.03606313,-85.30672329,0.462032086
RKJ FLOORS INC,3/15/15,"3 - Service, Misc",35.03606888,-85.14463936,0.891596639
REPUBLIC PARKING-BATTLE,5/1/15,"3 - Service, Misc",35.0360989,-85.30940537,0.895187166
JAMES MARROW INC,1/3/11,"1 - Gas, Grocery, Building Materials",35.03611971,-85.22286414,0.774560733
LIVE RIGHT ROOFING AND HOME REPAIR,10/1/13,4 - Contractor,35.03612573,-85.23911816,0.851107716
ECONOMY AUTO SUPERSTORE INC.,12/1/16,"2 - Auto, Restaurant, Retail",35.0361258,-85.17723717,0.939495798
CHATTABREW TOUR LLC,3/27/18,"3 - Service, Misc, Short Term Rental",35.03612642,-85.27734563,0.976241406
CHATTANOOGA FITNESS & NUTRITION,7/1/13,"3 - Service, Misc",35.03613569,-85.18588452,0.84407945
EAST TENNESSEE AVIATION SERVICES LLC,9/1/11,"2 - Auto, Restaurant, Retail",35.03613569,-85.18588452,0.792971734
CHATT FITNESS & NUTRITION,11/1/07,"3 - Service, Misc",35.03613569,-85.18588452,0.686019862
EAST TENNESSEE SPECIALTY BUILDERS LLC,8/23/04,4 - Contractor,35.03613569,-85.18588452,0.597020626
EAST TENNESSEE ELETRIC,7/17/91,4 - Contractor,35.03613569,-85.18588452,0.231398014
H. B ENTERPRISE,7/8/14,4 - Contractor,35.03615059,-85.2329823,0.87249809
LA-DEDA,10/30/13,"2 - Auto, Restaurant, Retail",35.03615542,-85.27332619,0.853323147
THE PAINT CREW,7/31/17,"3 - Service, Misc",35.03618004,-85.14323825,0.957983193
THE WINE SHOP,3/1/13,"2 - Auto, Restaurant, Retail",35.03618982,-85.30857535,0.834759358
THE HAIR LOUNGE,11/1/10,"3 - Service, Misc",35.0361917,-85.30701639,0.769747899
SCENIC CITY PAINTING,9/12/16,4 - Contractor,35.03620643,-85.28287328,0.933384263
"PARKER'S KNIFE COLLECTORS SERVICE, INC.",8/30/90,"3 - Service, Misc",35.03620955,-85.17462298,0.206875477
CINESHOT PRODUCTIONS,9/15/11,"3 - Service, Misc",35.03625555,-85.1431261,0.794041253
"ASSURANCE LAND DEVELOPEMENT, LLC",3/28/17,4 - Contractor,35.03626624,-85.26759579,0.948433919
"BASH RATIONS, LLC d/b/a EVELYN'S ICE CREAM",8/12/11,"2 - Auto, Restaurant, Retail",35.03630612,-85.16722127,0.79144385
ADVANTAGE FUNERAL & CREMATION SERVICES,12/23/10,"2 - Auto, Restaurant, Retail",35.03633116,-85.27658544,0.773720397
AGAINST THE GRAIN CUSTOM WOODWORKS,10/4/16,"3 - Service, Misc",35.03633486,-85.28054261,0.935064935
"""ONE WOMAN AND A PRAYER"" INC",5/6/13,"3 - Service, Misc",35.03635628,-85.21618733,0.839801375
WOLF MOON POWER LLC,12/1/11,"2 - Auto, Restaurant, Retail",35.03635895,-85.24961532,0.799923606
"CLOUD NINE SOLUTIONS, LLC",2/1/11,"3 - Service, Misc",35.03635895,-85.24961532,0.776776165
HIGHER LEARNING APPAREL,6/2/14,"2 - Auto, Restaurant, Retail",35.03636102,-85.27376478,0.869747899
INSYDE SERVICE,10/31/11,"3 - Service, Misc",35.03636102,-85.27376478,0.797555386
FOREVER A LADY AND A GENTLEMAN,8/25/09,"3 - Service, Misc",35.03636102,-85.27376478,0.736669213
FIVE WITS BREWING COMPANY,4/1/18,"2 - Auto, Restaurant, Retail",35.03636285,-85.30847412,0.976623377
ENZO'S MARKET LLC,3/1/13,"1 - Gas, Grocery, Building Materials",35.03636285,-85.30847412,0.834759358
VNAA MGMT INC,1/1/19,"3 - Service, Misc, Short Term Rental",35.03636569,-85.15266461,0.99763178
PRECISION TUNE AUTO CARE #2817,4/1/13,"3 - Service, Misc",35.03636569,-85.15266461,0.837127578
PRECISION TUNE AUTO CARE 28-17,12/1/11,"3 - Service, Misc",35.03636569,-85.15266461,0.799923606
THE STADIUM CORPORATION,4/16/15,"3 - Service, Misc",35.03637196,-85.31555158,0.894041253
FAIRWAY AUTO AUCTION,9/29/14,"2 - Auto, Restaurant, Retail",35.03637196,-85.31555158,0.878838808
AUTUMN RAY THREADS,8/1/14,"2 - Auto, Restaurant, Retail",35.03637196,-85.31555158,0.874331551
DASHLEY TAYLOR,3/14/14,"2 - Auto, Restaurant, Retail",35.03637196,-85.31555158,0.863636364
TROPICAL PARADICE CONCESSIONS LLC,3/11/14,"2 - Auto, Restaurant, Retail",35.03637196,-85.31555158,0.863407181
KEVIN LIVINGOOD PHOTOGRAPHY,7/1/12,"3 - Service, Misc",35.03637196,-85.31555158,0.816195569
FRESH SQUEEZED VENDING CONCEPTS,7/11/10,"2 - Auto, Restaurant, Retail",35.03637196,-85.31555158,0.761115355
SEW CUTE SHOP,4/22/10,"2 - Auto, Restaurant, Retail",35.03637196,-85.31555158,0.75500382
EXTRAVAGANT RESIDENTAL CLEANING,4/7/17,"3 - Service, Misc",35.03637609,-85.13008874,0.949197861
FYKE AIR BNB,1/1/18,5 - Short Term Rental,35.03637773,-85.27796894,0.969747899
CHATTANOOGA CHEESE CAKE,12/7/10,"2 - Auto, Restaurant, Retail",35.03637773,-85.27796894,0.77249809
"FUSION STUDIO SOUTHSIDE, LLC",2/18/15,"3 - Service, Misc",35.03638306,-85.30964962,0.889686784
MIDNIGHT MAVENS BOUDIOR AND PIN UP PHOTOGRAPHY,2/1/12,"3 - Service, Misc",35.03638306,-85.30964962,0.804660046
BURTON & ALLEY INC,7/1/08,"3 - Service, Misc",35.03638306,-85.30964962,0.704583652
ANKAR'S CAFE,5/1/14,"2 - Auto, Restaurant, Retail",35.03641153,-85.14888411,0.867303285
SCHOOL BOX OF TENNESSEE,2/15/06,"3 - Service, Misc",35.03641153,-85.14888411,0.638349885
SPORTS CLIPS,6/16/05,"3 - Service, Misc",35.03641153,-85.14888411,0.619709702
ASHWOOD SQUARE RETIREMENT COMMUNITY LLC,8/29/18,"3 - Service, Misc, Short Term Rental",35.03642103,-85.1393792,0.988082506
SURGE STAFFING,7/1/17,"3 - Service, Misc",35.03642724,-85.17503574,0.955691367
JFM CLEANING,7/1/11,"3 - Service, Misc",35.03644972,-85.1721292,0.788235294
B & T AUTOMOTVIE SERVICES INC,5/1/97,"2 - Auto, Restaurant, Retail",35.03646411,-85.3103832,0.392971734
CLEANING QUEENS,9/24/14,"3 - Service, Misc",35.03646677,-85.18799057,0.878456837
CLEANING QUEENS,6/8/18,"3 - Service, Misc, Short Term Rental",35.03647535,-85.18739585,0.981818182
COMMERCIAL AIR MECHANICAL,1/1/05,4 - Contractor,35.03648612,-85.19429026,0.607028266
HAMMERHEADS REMODELING,6/1/06,4 - Contractor,35.0364876,-85.22785072,0.64644767
CLASSIC CREATIONS EVENTS,3/1/18,"3 - Service, Misc, Short Term Rental",35.03650904,-85.26889823,0.974255157
MAIN STREET CONDO,4/1/18,"3 - Service, Misc, Short Term Rental",35.03651824,-85.30888504,0.976623377
MEAN MUG COFFEE HOUSE,12/12/11,"2 - Auto, Restaurant, Retail",35.03651824,-85.30888504,0.800763942
DOLLAR RENT A CAR,6/1/10,"2 - Auto, Restaurant, Retail",35.03652142,-85.19175991,0.758059587
THRIFTY CAR RENTAL,6/1/10,"2 - Auto, Restaurant, Retail",35.03652142,-85.19175991,0.758059587
THRIFTY CAR RENTAL,9/1/98,"2 - Auto, Restaurant, Retail",35.03652142,-85.19175991,0.430252101
JOYS FLORAL WHOLESALE,1/1/10,"2 - Auto, Restaurant, Retail",35.0365426,-85.27707916,0.746524064
JOY'S FLOWERS,12/10/07,"2 - Auto, Restaurant, Retail",35.0365426,-85.27707916,0.688999236
RAPTURE HEALTHY HAIR CARE,4/24/03,"3 - Service, Misc",35.03654286,-85.27163196,0.559816654
CORE NUTRITION LLC,3/22/18,"2 - Auto, Restaurant, Retail",35.03654827,-85.30785522,0.975859435
THE NICHE,1/1/18,"3 - Service, Misc",35.03654827,-85.30785522,0.969747899
OSCAR CUSTOM CLOTHIER,6/26/17,"2 - Auto, Restaurant, Retail",35.03654827,-85.30785522,0.955309396
J.A.R. REALESTATE,8/1/16,"3 - Service, Misc",35.03654827,-85.30785522,0.930175707
CORE FIT PROS,1/7/13,"3 - Service, Misc",35.03654827,-85.30785522,0.830710466
BONNIE PIERCE,10/23/12,"3 - Service, Misc",35.03654827,-85.30785522,0.824904507
MOUNTAIN MUSIC,1/4/11,"3 - Service, Misc",35.03654827,-85.30785522,0.774637128
BLUE ORLEANS CREOLE RESTAURANT,8/29/07,"2 - Auto, Restaurant, Retail",35.03654827,-85.30785522,0.681130634
LOLA'S,10/15/06,"3 - Service, Misc",35.03654827,-85.30785522,0.65683728
21 KNOTS HAIR SALON,4/24/06,"3 - Service, Misc",35.03654827,-85.30785522,0.643544691
HAYES NETWORK,4/15/04,"3 - Service, Misc",35.03655,-85.17087377,0.587089381
MOP SQUAD,9/6/12,"3 - Service, Misc",35.03656051,-85.28122569,0.82131398
PINK ROYALTY,6/1/11,"2 - Auto, Restaurant, Retail",35.03656982,-85.27054115,0.785943468
LONEWOLF TRANSPORT,5/16/11,"3 - Service, Misc",35.03657995,-85.18776369,0.784721161
TRAIL DROPS LLC,3/28/18,"2 - Auto, Restaurant, Retail",35.0365829,-85.31671758,0.9763178
HAMILTON PLACE CAR WASH ENTERPRISES LLC,8/30/02,"3 - Service, Misc",35.03658427,-85.15253904,0.54171123
J M STEAKLEY & SON,6/15/18,4 - Contractor,35.03658605,-85.27581909,0.982352941
CLYDES LLC,7/31/14,"2 - Auto, Restaurant, Retail",35.03660109,-85.30918039,0.874255157
VICTORIA EILAND BARR CREATIVE,1/1/18,"3 - Service, Misc, Short Term Rental",35.03660648,-85.30490239,0.969747899
THE ARTIST SEVEN,10/27/16,"3 - Service, Misc",35.03660648,-85.30490239,0.936822002
WESTBOUND BAR,10/15/17,"2 - Auto, Restaurant, Retail",35.03660953,-85.30614804,0.963789152
REGANS PLACE,6/1/16,"2 - Auto, Restaurant, Retail",35.03660953,-85.30614804,0.925515661
JORDAN FAIRCLOTH,11/5/18,"3 - Service, Misc, Short Term Rental",35.03661736,-85.308077,0.993277311
THE LEPLEY GROUP,12/15/16,4 - Contractor,35.03661736,-85.308077,0.940565317
H SALON,4/15/14,"3 - Service, Misc",35.03661736,-85.308077,0.866080978
DEVELOP CHATTANOOGA INC,2/16/14,4 - Contractor,35.03661736,-85.308077,0.861650115
ALICIA FARRIS,4/1/13,"3 - Service, Misc",35.03661736,-85.308077,0.837127578
PSC METALS INC,1/1/98,"2 - Auto, Restaurant, Retail",35.03661876,-85.32199415,0.411688312
WRIGHT'S BAKERY,12/1/12,"1 - Gas, Grocery, Building Materials",35.03662241,-85.22735988,0.827883881
BUCKETS LLC,10/1/17,"3 - Service, Misc, Short Term Rental",35.03664354,-85.28269224,0.962719633
NTS BUILDERS,7/1/96,4 - Contractor,35.03664508,-85.23310058,0.369747899
DYNAMIC PROSTHETIC & ORTHOTIC LLC,3/1/02,"3 - Service, Misc",35.03666034,-85.27744829,0.527807487
LOOKOUT WHOLESALE LLC,6/15/14,"3 - Service, Misc",35.03666217,-85.19305553,0.870741024
RIVERBEND WHOLESALE LLC,5/5/14,"3 - Service, Misc",35.03666217,-85.19305553,0.867608862
ICF WORLDWIDE LLC,1/20/14,"2 - Auto, Restaurant, Retail",35.03666217,-85.19305553,0.859587471
SOUTHEAST AIR SYSTEMS INC,3/15/06,4 - Contractor,35.03666217,-85.19305553,0.640488923
FUDGE 4 LIFE,1/21/19,"2 - Auto, Restaurant, Retail",35.03667464,-85.15018019,0.999159664
"NAYLOR ENGINEERING & CONSULTING, LLC",7/30/18,"3 - Service, Misc, Short Term Rental",35.03667464,-85.15018019,0.98579068
SIRENSAFE TRANSPORTATION,7/10/18,"3 - Service, Misc, Short Term Rental",35.03667464,-85.15018019,0.984262796
CUSTOM CONCEPTS REMODELING & HANDYMAN,3/1/18,4 - Contractor,35.03667464,-85.15018019,0.974255157
C. MOON TRANSPORTATION LLC,2/19/18,"3 - Service, Misc, Short Term Rental",35.03667464,-85.15018019,0.973491215
PIER 88,2/6/18,"2 - Auto, Restaurant, Retail",35.03667464,-85.15018019,0.97249809
TN VALLEY CONSTRUCTION INC,1/26/18,4 - Contractor,35.03667464,-85.15018019,0.971657754
NADAU CORPORATION,9/28/17,"2 - Auto, Restaurant, Retail",35.03667464,-85.15018019,0.962490451
AYILAS ATTIRE,1/11/17,"2 - Auto, Restaurant, Retail",35.03667464,-85.15018019,0.94262796
JB GROUP ENTERPRISES LLC,1/1/17,4 - Contractor,35.03667464,-85.15018019,0.941864018
"ENCOMPASS EXTERIORS, LLC",1/1/17,4 - Contractor,35.03667464,-85.15018019,0.941864018
"JIMZDOG, INC.",9/19/16,"3 - Service, Misc",35.03667464,-85.15018019,0.933919022
THE FORTRY PROJECT,9/1/16,"2 - Auto, Restaurant, Retail",35.03667464,-85.15018019,0.932543927
"KATE'N ALLEY'S FABRICES, INC",1/1/16,"2 - Auto, Restaurant, Retail",35.03667464,-85.15018019,0.913903743
ICLICKFIX,11/13/15,"3 - Service, Misc",35.03667464,-85.15018019,0.910160428
LANCE PRESERVATION SERVICES LLC,11/2/15,"3 - Service, Misc",35.03667464,-85.15018019,0.909320092
AGAPE COLLECTIONS,9/22/15,"2 - Auto, Restaurant, Retail",35.03667464,-85.15018019,0.90618793
"GMC BLUE SERVICES, INC.",6/19/15,4 - Contractor,35.03667464,-85.15018019,0.898930481
PROTECT PAINTERS OF CHATTANOOGA,5/26/15,4 - Contractor,35.03667464,-85.15018019,0.897097021
"EPG HOMES, LLC",4/15/15,4 - Contractor,35.03667464,-85.15018019,0.893964859
JUAN LOPEZ DRYWALL,4/1/15,4 - Contractor,35.03667464,-85.15018019,0.89289534
GOLDEN'S GENERAL REPAIR & MAINTENANCE SERVICES LLC,3/10/15,"3 - Service, Misc",35.03667464,-85.15018019,0.891214668
GREAT SOUTHERN VENTURES LLC,1/1/15,"3 - Service, Misc",35.03667464,-85.15018019,0.886019862
GREAT SOUTHERN FUNDING LLC,1/1/15,"3 - Service, Misc",35.03667464,-85.15018019,0.886019862
S & S QUALITY BUILDERS LLC,10/6/14,4 - Contractor,35.03667464,-85.15018019,0.879373568
MARCHERIE JAMENE,8/25/14,"3 - Service, Misc",35.03667464,-85.15018019,0.876165011
AB PROPERTY PRESERVATION,6/1/14,"3 - Service, Misc",35.03667464,-85.15018019,0.869671505
S & S MCDONALD INC,3/1/14,4 - Contractor,35.03667464,-85.15018019,0.862643239
HUMMINGBIRD EXPRESSIONS,2/17/14,"3 - Service, Misc",35.03667464,-85.15018019,0.861726509
UNIQUE HOME SOLUTIONS,2/14/14,"2 - Auto, Restaurant, Retail",35.03667464,-85.15018019,0.861497326
CWC,2/8/14,"3 - Service, Misc",35.03667464,-85.15018019,0.861038961
PREMIUM CLEANING,2/1/14,"3 - Service, Misc",35.03667464,-85.15018019,0.860504202
S & S QUALITY BUILDERS LLC,1/1/14,4 - Contractor,35.03667464,-85.15018019,0.858135982
SOUPER SALAD,10/1/13,"2 - Auto, Restaurant, Retail",35.03667464,-85.15018019,0.851107716
TRUSTEN ROOF LLC,6/14/13,4 - Contractor,35.03667464,-85.15018019,0.842780749
LOPEZ DRYWALL,5/1/13,4 - Contractor,35.03667464,-85.15018019,0.839419404
PETCO #1573,4/29/13,"3 - Service, Misc",35.03667464,-85.15018019,0.839266616
MRD COMMUNICATIONS,4/23/13,"2 - Auto, Restaurant, Retail",35.03667464,-85.15018019,0.838808251
REJUVENATIONS,2/1/13,4 - Contractor,35.03667464,-85.15018019,0.832620321
ENVIRO-CRAFTS,2/1/13,4 - Contractor,35.03667464,-85.15018019,0.832620321
RADAR PROMOS,12/21/12,"2 - Auto, Restaurant, Retail",35.03667464,-85.15018019,0.829411765
J & H PAINTING,11/27/12,4 - Contractor,35.03667464,-85.15018019,0.827578304
MACE ALUMINUM INC,10/1/12,4 - Contractor,35.03667464,-85.15018019,0.823223835
"NORTH RIDGE ROOFING, INC",9/12/12,4 - Contractor,35.03667464,-85.15018019,0.821772345
CORE TECHNOLOGIES GROUP LLC,9/1/12,"3 - Service, Misc",35.03667464,-85.15018019,0.820932009
TENNESSEE RECYCLING SERVICES LLC,8/1/12,"3 - Service, Misc",35.03667464,-85.15018019,0.818563789
WHITE OAK MOUTAIN ENTERPRISES INC,7/1/12,"3 - Service, Misc",35.03667464,-85.15018019,0.816195569
KTB CONSTRUCTION,6/1/12,4 - Contractor,35.03667464,-85.15018019,0.813903743
SWEET FROGS,5/16/12,"2 - Auto, Restaurant, Retail",35.03667464,-85.15018019,0.812681436
1-800-VEHICLES.COM CHATTANOOGA,4/30/12,"2 - Auto, Restaurant, Retail",35.03667464,-85.15018019,0.811459129
CHOO CHOO PROPERTY MAINTENANCE,4/15/12,4 - Contractor,35.03667464,-85.15018019,0.810313216
PALCEMENT SOURCE INC,4/3/12,4 - Contractor,35.03667464,-85.15018019,0.809396486
EAGLE WATCH ROOFING INC,3/12/12,4 - Contractor,35.03667464,-85.15018019,0.807715814
POP-A-LOCK OF CHATTANOOGA,2/1/12,"3 - Service, Misc",35.03667464,-85.15018019,0.804660046
SOUPER SALAD,12/16/11,"2 - Auto, Restaurant, Retail",35.03667464,-85.15018019,0.801069519
A-1 REMODELING BY RANDALL J SMITH,10/25/11,4 - Contractor,35.03667464,-85.15018019,0.797097021
CHATTANOOGA BAR STOOLS & MORE,1/1/11,"2 - Auto, Restaurant, Retail",35.03667464,-85.15018019,0.774407945
WEBSEARCH ANALYSIS,1/1/11,"3 - Service, Misc",35.03667464,-85.15018019,0.774407945
CRAWFOD PROFESSIONAL SERVICES,1/1/11,"3 - Service, Misc",35.03667464,-85.15018019,0.774407945
J & J SOLUTIONS INC,10/5/10,"3 - Service, Misc",35.03667464,-85.15018019,0.767685256
REGENCY BEAUTY INSTITUTE,6/22/09,"3 - Service, Misc",35.03667464,-85.15018019,0.731779985
HOBBY LOBBY CREATIVE CENTER 317,1/1/09,"3 - Service, Misc",35.03667464,-85.15018019,0.718640183
AMAZING MACHINERY INC,1/1/08,"3 - Service, Misc",35.03667464,-85.15018019,0.690679908
CHATTANOOGA BAR STOOLS & MORE,8/1/07,"2 - Auto, Restaurant, Retail",35.03667464,-85.15018019,0.678991597
RUGGED WEARHOUSE,11/16/06,"2 - Auto, Restaurant, Retail",35.03667464,-85.15018019,0.659281895
GREAT CLIPS FOR HAIR,8/9/04,"3 - Service, Misc",35.03667464,-85.15018019,0.595951108
MCALISTER'S DELI,8/2/04,"2 - Auto, Restaurant, Retail",35.03667464,-85.15018019,0.595416348
FRESH MARKET,8/7/02,"1 - Gas, Grocery, Building Materials",35.03667464,-85.15018019,0.539954163
THE UPS STORE #1995,8/1/02,"3 - Service, Misc",35.03667464,-85.15018019,0.539495798
FUSION TANNING STUDIOS,7/22/02,"3 - Service, Misc",35.03667464,-85.15018019,0.538731856
SOUPER SALAD #97,7/28/98,"2 - Auto, Restaurant, Retail",35.03667464,-85.15018019,0.427578304
IMPERIAL GARDEN LLC,12/3/97,"2 - Auto, Restaurant, Retail",35.03667464,-85.15018019,0.40947288
THE FRESH MARKET,4/27/94,"1 - Gas, Grocery, Building Materials",35.03667464,-85.15018019,0.308938121
HAMILTON LIQUOR,10/1/92,"2 - Auto, Restaurant, Retail",35.03667464,-85.15018019,0.265164248
FRIENDLY CLEANING,3/21/11,"3 - Service, Misc",35.0366914,-85.1898951,0.780443086
"SMELL GOOD DOG, LLC",1/1/12,"3 - Service, Misc",35.03671336,-85.36064008,0.802291826
TUNNEL FOODMART,10/1/09,"1 - Gas, Grocery, Building Materials",35.03671569,-85.24132893,0.739495798
A CHILD'S WORLD DAYCARE AND LEARNING CENTER,12/19/99,"3 - Service, Misc",35.03672693,-85.27607783,0.466462949
JRS DEVELOPMENT AT CARNELL LLC,1/9/17,4 - Contractor,35.03673163,-85.16838716,0.942475172
SMITH CONSTRUCTION LLC,2/16/16,4 - Contractor,35.03673163,-85.16838716,0.917417876
BUTTERCREME,7/1/14,"1 - Gas, Grocery, Building Materials",35.03673373,-85.22151144,0.871963331
EXTENDED STAY AMERICA # 125,7/11/05,"3 - Service, Misc",35.03675254,-85.1848987,0.621619557
PREMIER SPA SALON,11/2/05,"3 - Service, Misc",35.03675882,-85.17543784,0.630328495
PREMIER SPA/SALON,9/1/90,"3 - Service, Misc",35.03675882,-85.17543784,0.207028266
YTHB STUDIOS/RECORDS,10/5/18,"3 - Service, Misc, Short Term Rental",35.03675994,-85.26838203,0.990909091
SQUIRREL LOT,7/1/13,"3 - Service, Misc",35.03676163,-85.30538151,0.84407945
THE RESALE SHOP,9/1/15,"2 - Auto, Restaurant, Retail",35.0367838,-85.240796,0.904583652
HOME / SMALL BUSINESS HELPERS,8/29/16,"3 - Service, Misc",35.03680598,-85.26965867,0.932314744
THE GLASS COMPANY,10/9/06,4 - Contractor,35.03681712,-85.30817288,0.656378915
CHUCKS II,6/1/93,"2 - Auto, Restaurant, Retail",35.03681712,-85.30817288,0.283728037
KPH LOT,5/1/12,"3 - Service, Misc",35.03682087,-85.30969186,0.811535523
"PREMIER SURFACES, INC.",1/1/16,4 - Contractor,35.03682202,-85.26105424,0.913903743
